Unnamed: 0,Angle,AutoHitType,AutoPitchType,AwayTeam,AwayTeamForeignID,Balls,BasePositionX,BasePositionY,BasePositionZ,Batter,BatterId,BatterSide,BatterTeam,Bearing,CatchPositionX,CatchPositionY,CatchPositionZ,Catcher,CatcherId,CatcherTeam,CatcherThrowCatchConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,CatcherThrows,ContactPositionX,ContactPositionY,ContactPositionZ,Date,Direction,Distance,EffectiveVelo,ExchangeTime,ExitSpeed,Extension,GameForeignID,GameID,GameUID,HangTime,HitLandingConfidence,HitLaunchConfidence,HitSpinAxis,HitSpinRate,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,HomeTeam,HomeTeamForeignID,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,KorBB,LastTrackedDistance,League,Level,LocalDateTime,MaxHeight,MeasuredDuration,Notes,Outs,OutsOnPlay,PAofInning,PitchCall,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchLocationConfidence,PitchMovementConfidence,PitchNo,PitchReleaseConfidence,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,PitchUID,Pitcher,PitcherId,PitcherSet,PitcherTeam,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PlayID,PlayResult,PopTime,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpeedDrop,SpinAxis,SpinRate,Stadium,Strikes,System,TaggedHitType,TaggedPitchType,ThrowPositionX,ThrowPositionY,ThrowPositionZ,ThrowSpeed,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,Tilt,Time,TimeToBase,Top/Bottom,UTCDate,UTCDateTime,UTCTime,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0
,22.021281,LineDrive,Four-Seam,NEB,4865.0,0.0,,,,"Buettenback, Max",822404.0,Left,NEB,11.956491,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,1.36295,2.27514,0.46393,2025-09-10,13.746771,275.10717,90.15801,,81.27434,5.43231,,20250910-UNebraska-Private-2,fb11f84a-36ff-46bf-8ee1-1c63cfd4822c,3.490355,Medium,High,165.079324,2379.79361,1.36259,107.35268,-15.15335,3.21557,-0.81985,0.27983,-0.08747,0.01637,-0.00125,2.27561,44.68034,-14.46031,0.27409,0.25072,-0.20057,0.08045,-0.01539,0.00112,0.46395,26.25732,-5.74948,1.502,-0.30459,0.04793,-0.00884,0.00167,-0.00014,NEB,4865.0,-1.421481,8.71804,-2.970774,11.56024,5.0,Undefined,264.81474,Team,TeamExclusive,2025-09-10T17:04:22.4948736-05:00,38.43985,,,0.0,1.0,1.0,InPlay,,,,High,High,153.0,High,55.07098,-133.68487,12.8286,5.77415,-4.30227,-10.15606,-1.59943,6.85369,-4.65275,1c60f110-8e92-11f0-8a84-4b14beab5dc0,"Grace, Cooper",10118659.0,Undefined,NEB,Right,2.0,2.20036,-0.45593,3f3b5550-0432-410a-9914-cd18f40ebd52,Out,,107.21735,34.906,24.58514,5.77421,1.60234,91.45129,0.0,7.00621,219.477772,2392.268974,UNebraska,1.0,v3,LineDrive,Fastball,,,,,,,,,,,,,,1:15,17:04:22.49,,Top,2025-09-10,2025-09-10T22:04:22.4948736Z,22:04:22.49,-5.929403,-22.18068,-1.839253,84.44508,0.418071,-9.30551,25.65721,-20.31212,-5.16477,6.58363,6.49942,-132.70806,-5.07558,-1.34525,50.0,5.59563
"Overbeek, Josh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Four-Seam,NEB,4865.0,0.0,,,,"Overbeek, Josh",802336.0,Right,NEB,,,,,"Fikes, Trey",10277361.0,NEB,,,,Right,,,,2025-09-03,,,90.0486,,,6.2482,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,1.60847,-18.6506,4.960856,15.85879,3.0,Undefined,,Team,TeamExclusive,2025-09-03T17:11:55.9154176-05:00,,,,0.0,0.0,1.0,BallCalled,,,,High,High,49.0,High,54.25443,-131.43335,12.43473,5.67274,-1.04389,-8.54761,2.37414,-11.18605,9.46949,0139e240-8913-11f0-a84e-8d3a62d886e2,"Olson, Chase",830155.0,Undefined,NEB,Left,1.0,3.73786,0.65044,ed602259-042c-4820-bc15-81cad95414d8,Undefined,,,,,5.67445,-2.38225,90.08802,0.0,7.26721,128.556141,2343.031081,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:15,17:11:55.91,,Top,2025-09-03,2025-09-03T22:11:55.9154176Z,22:11:55.91,-3.884316,-17.96418,-0.474796,82.82082,0.418579,18.93899,24.86947,-17.09521,10.84981,8.63839,-10.57112,-130.62586,-1.59896,2.02092,50.0,5.62983
,,,Sinker,NEB,4865.0,2.0,,,,"Overbeek, Josh",802336.0,Right,NEB,,,,,"Fikes, Trey",10277361.0,NEB,,,,Right,,,,2025-09-03,,,88.57012,,,6.22854,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,1.009944,-20.87033,4.765243,11.39918,3.0,Undefined,,Team,TeamExclusive,2025-09-03T17:12:15.8376960-05:00,,,,0.0,0.0,1.0,StrikeSwinging,,,,High,High,51.0,High,54.27483,-129.59544,12.68037,5.57451,-3.60948,-10.4689,2.4774,-10.56929,10.17606,0d1e5140-8913-11f0-a84e-8d3a62d886e2,"Olson, Chase",830155.0,Undefined,NEB,Left,3.0,2.14258,0.18201,b59e7c72-0f03-480e-bb46-a0283536bc52,Undefined,,,,,5.57432,-2.48562,88.82345,0.0,7.26663,116.316153,2289.477182,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:00,17:12:15.83,,Top,2025-09-03,2025-09-03T22:12:15.8376960Z,22:12:15.83,-6.005127,-23.56241,-1.585382,81.55681,0.425566,20.35212,25.36074,-20.9378,12.05753,6.65685,-9.89577,-128.75618,-4.30237,2.13877,50.0,5.4436
,,,Sinker,NEB,4865.0,2.0,,,,"Overbeek, Josh",802336.0,Right,NEB,,,,,"Fikes, Trey",10277361.0,NEB,,,,Right,,,,2025-09-03,,,89.06645,,,6.34408,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-0.239168,-19.1182,3.21761,14.31737,3.0,Undefined,,Team,TeamExclusive,2025-09-03T17:12:35.3689088-05:00,,,,0.0,0.0,1.0,BallCalled,,,,High,High,52.0,High,54.15728,-130.37205,13.59125,5.60476,-4.89655,-8.96677,2.52777,-7.08944,9.15012,18c12360-8913-11f0-a84e-8d3a62d886e2,"Olson, Chase",830155.0,Undefined,NEB,Left,4.0,1.9264,-1.16416,c3dfaa04-d947-4f6c-a061-ade83b90ab42,Undefined,,,,,5.60591,-2.53634,89.253,0.0,7.6569,124.621549,2243.537305,UNebraska,1.0,v3,Undefined,Fastball,,,,,,,,,,,,,,10:15,17:12:35.36,,Top,2025-09-03,2025-09-03T22:12:35.3689088Z,22:12:35.36,-5.998299,-20.25568,-2.158786,81.5961,0.423195,18.30023,27.18249,-17.93354,10.78201,8.39012,-6.50393,-129.50236,-5.47032,2.31031,50.0,5.43892
,23.365739,FlyBall,Sinker,NEB,4865.0,3.0,,,,"Overbeek, Josh",802336.0,Right,NEB,-27.139868,,,,"Fikes, Trey",10277361.0,NEB,,,,Right,2.20136,2.25089,0.08231,2025-09-03,-17.732585,417.67731,88.12041,,109.63484,6.24322,,20250903-UNebraska-Private-2,ae614e11-b1b9-4508-b311-468f30c2a3a8,4.640676,Medium,High,132.792829,1681.847146,2.20537,140.50665,-27.3521,6.09302,-0.90612,-0.00781,0.0307,-0.00506,0.00029,2.24909,63.80919,-17.88097,1.14149,-0.09729,-0.00651,0.01198,-0.00289,0.00021,0.08219,-44.95816,-2.94038,2.83603,-1.03555,0.25457,-0.04173,0.00389,-0.00015,NEB,4865.0,1.080209,-18.12544,4.344731,11.77701,3.0,Undefined,386.66833,Team,TeamExclusive,2025-09-03T17:12:57.0049536-05:00,66.41324,,,0.0,0.0,1.0,InPlay,,,,High,High,53.0,High,54.26043,-129.01341,12.82863,5.5583,-3.66818,-10.34634,2.57761,-9.61862,8.87147,25a5c450-8913-11f0-a84e-8d3a62d886e2,"Olson, Chase",830155.0,Undefined,NEB,Left,5.0,2.09645,-0.07898,3463a269-e3b3-4a29-bfbe-0d7328ec43b6,HomeRun,,103.18903,43.55116,-38.1048,5.55823,-2.58379,88.37536,0.0,7.30268,120.501675,2208.092117,UNebraska,1.0,v3,LineDrive,Fastball,,,,,,,,,,,,,,10:00,17:12:57.00,,Top,2025-09-03,2025-09-03T22:12:57.0049536Z,22:12:57.00,-6.041589,-23.54234,-1.621002,81.07269,0.427738,17.74295,25.65725,-20.69268,10.63178,6.87977,-9.03075,-128.16332,-4.35377,2.26866,50.0,5.4254
,,,Sinker,NEB,4865.0,0.0,,,,"Overbeek, Josh",802336.0,Left,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-04,,,88.14222,,,6.29903,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,0.834449,15.04875,-1.888606,7.05099,1.0,Undefined,,Team,TeamExclusive,2025-09-04T16:50:43.3991168-05:00,,,,2.0,0.0,4.0,BallCalled,,,,High,High,18.0,High,54.20268,-128.91959,12.82642,5.16637,-2.18206,-12.52886,-2.08623,4.07203,-6.90219,352bb210-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146.0,Undefined,NEB,Right,1.0,1.9425,1.60589,8e844eb6-d046-4308-b411-984fd617a6c2,Undefined,,,,,5.16427,2.09266,88.109,0.0,7.11362,248.327573,2165.816309,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,2:15,16:50:43.39,,Top,2025-09-04,2025-09-04T21:50:43.3991168Z,21:50:43.39,-6.214726,-28.25088,-0.940919,80.99538,0.427632,-13.80438,25.65284,-25.05771,-8.28339,4.2702,3.62055,-128.08059,-3.00159,-1.96043,50.0,5.0816
,,,Cutter,NEB,4865.0,1.0,,,,"Overbeek, Josh",802336.0,Left,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-04,,,88.10875,,,6.71582,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-1.948499,4.1411,-2.702453,10.10839,1.0,Undefined,,Team,TeamExclusive,2025-09-04T16:50:57.4145024-05:00,,,,2.0,0.0,4.0,FoulBallNotFieldable,,,,High,High,19.0,High,53.78694,-127.82755,12.68834,5.30423,-1.77371,-11.26811,-1.81326,5.99333,-2.40592,3d7e6ed0-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146.0,Undefined,NEB,Right,2.0,2.48415,-0.31236,c3ed3ae1-392d-4d31-ba36-a3d225e7a846,Undefined,,,,,5.30362,1.81483,87.40325,0.0,7.07774,204.603847,2186.547797,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:45,16:50:57.41,,Top,2025-09-04,2025-09-04T21:50:57.4145024Z,21:50:57.41,-5.548935,-25.22033,-0.784265,80.32551,0.427795,-4.81184,25.37669,-22.53622,-2.93484,5.87827,5.85035,-127.07353,-2.44333,-1.6373,50.0,5.24158
,,,Changeup,NEB,4865.0,1.0,,,,"Overbeek, Josh",802336.0,Left,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-04,,,86.36175,,,6.1696,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,0.887053,15.51406,-1.912248,1.96725,1.0,Undefined,,Team,TeamExclusive,2025-09-04T16:51:29.9104768-05:00,,,,2.0,0.0,4.0,BallCalled,,,,High,High,20.0,High,54.33408,-126.23304,11.43427,4.56554,1.66497,-15.15046,-2.83003,4.04715,-6.82305,50e7c340-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146.0,Undefined,NEB,Right,3.0,2.40719,2.36197,e4ca90b4-bb32-4404-bd72-43dfca88b7a3,Undefined,,,,,4.5614,2.83609,86.2338,0.0,6.50746,266.523346,2132.11773,UNebraska,1.0,v3,Undefined,Sinker,,,,,,,,,,,,,,3:00,16:51:29.91,,Top,2025-09-04,2025-09-04T21:51:29.9104768Z,21:51:29.91,-5.636818,-34.80522,0.807384,79.72634,0.436448,-13.6461,22.86855,-30.30093,-8.47426,1.16323,3.57716,-125.44542,0.62136,-2.69873,50.0,4.60491
,7.964068,LineDrive,Sinker,NEB,4865.0,2.0,,,,"Overbeek, Josh",802336.0,Left,NEB,40.898337,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,2.27496,2.05786,-0.05803,2025-09-04,35.63917,152.65028,88.75049,,103.78092,6.4502,,20250904-UNebraska-Private-3,64a9a57b-5622-4e38-8489-f1580babfa19,1.182821,Medium,High,270.455855,3306.786489,2.27497,122.50761,-29.21748,6.77726,-1.0515,-0.16164,0.1073,0.02059,-0.01603,2.05785,21.09005,-21.29509,2.13447,-0.61951,0.3403,-0.15376,0.03304,-0.00101,-0.05805,87.83728,-1.7333,-1.15433,-0.04072,0.4732,-0.27037,0.04651,0.0037,NEB,4865.0,-1.53264,8.80095,-3.126687,8.69107,1.0,Undefined,114.48593,Team,TeamExclusive,2025-09-04T16:51:46.0371456-05:00,7.5339,,,2.0,1.0,4.0,InPlay,,,,High,High,21.0,High,54.05376,-129.02682,12.01996,5.11253,-2.56614,-11.77368,-2.14753,6.96847,-4.56731,5a7b8b80-89d9-11f0-81c6-51351d1fede5,"Bender, Pryce",830146.0,Undefined,NEB,Right,4.0,1.90034,0.00809,8b45d72b-ad33-4d6d-b346-5129a8ac7971,Out,,85.3853,6.12824,69.34883,5.11162,2.15029,88.239,0.0,6.62249,228.800003,2075.275978,UNebraska,1.0,v3,LineDrive,Fastball,,,,,,,,,,,,,,1:45,16:51:46.03,,Top,2025-09-04,2025-09-04T21:51:46.0371456Z,21:51:46.03,-6.01007,-26.12856,-1.12348,81.61651,0.424701,-9.13461,24.03992,-23.54737,-5.42839,5.12654,6.68064,-128.26932,-3.30813,-1.93249,50.0,5.01997
,-31.367941,GroundBall,Four-Seam,NEB,4865.0,0.0,,,,"Overbeek, Josh",802336.0,Left,NEB,-31.154331,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,3.60197,2.27898,-0.97302,2025-09-05,-47.160141,7.17921,87.9611,,63.38424,5.87694,,20250905-UNebraska-Private-1,4fb6d09f-56e7-430b-b4ad-8372cf8d0382,0.046905,Estimated,Estimated,,,3.60031,54.19077,,,,,,,,2.28046,-48.58667,,,,,,,,-0.97124,-58.43911,,,,,,,,NEB,4865.0,0.217819,12.3215,-1.99242,17.89048,3.0,Undefined,7.17921,Team,TeamExclusive,2025-09-05T17:39:46.0996608-05:00,2.27898,,,0.0,1.0,5.0,InPlay,,,,High,High,95.0,High,54.62348,-130.72799,15.37639,5.94742,-5.91484,-7.38587,-1.79929,4.40379,-5.84669,39866320-8aa9-11f0-b24e-39676dc8d56a,"Kutz, Carter",1000071991.0,Undefined,NEB,Right,1.0,2.0537,0.9796,17b88993-37d5-4039-9a80-7a5e3261f82b,Out,,,,,5.94973,1.80409,89.47403,0.0,8.68301,216.583627,2014.900782,UNebraska,0.0,v3,GroundBall,Fastball,,,,,,,,,,,,,,1:15,17:39:46.09,,Bottom,2025-09-05,2025-09-05T22:39:46.0996608Z,22:39:46.09,-5.967313,-17.5569,-2.616084,80.79103,0.428513,-11.69338,30.75279,-14.77175,-6.97221,10.37615,3.98849,-129.63579,-6.43947,-1.65027,50.0,5.72803
,,,Sinker,NEB,4865.0,0.0,,,,"Overbeek, Josh",802336.0,Left,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-05,,,86.68373,,,5.90613,,20250905-UNebraska-Private-1,4fb6d09f-56e7-430b-b4ad-8372cf8d0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,1.481028,13.26146,-0.900948,11.45784,1.0,Undefined,,Team,TeamExclusive,2025-09-05T17:00:02.4605696-05:00,,,,1.0,0.0,4.0,BallCalled,,,,High,High,23.0,High,54.59177,-128.70282,14.76182,5.71063,-1.84092,-10.79016,-1.99714,1.84262,-5.70127,acce50f0-8aa3-11f0-b24e-39676dc8d56a,"Unger, J'Shawn",830148.0,Undefined,NEB,Right,1.0,2.87013,2.27234,e96e254c-785e-4442-9880-9adf18bca591,Undefined,,,,,5.71012,2.00362,87.99433,0.0,8.46134,232.533852,2170.820681,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:45,17:00:02.46,,Bottom,2025-09-05,2025-09-05T22:00:02.4605696Z,22:00:02.46,-5.516595,-25.04198,-0.811195,79.53298,0.434827,-11.40255,29.52363,-21.58032,-7.00402,6.50721,1.43413,-127.64515,-2.61403,-1.93844,50.0,5.63084
,,,Sinker,NEB,4865.0,1.0,,,,"Overbeek, Josh",802336.0,Left,NEB,,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,,,,2025-09-05,,,88.9996,,,6.18094,,20250905-UNebraska-Private-1,4fb6d09f-56e7-430b-b4ad-8372cf8d0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,-1.717204,9.65646,-3.455733,11.69056,1.0,Undefined,,Team,TeamExclusive,2025-09-05T17:00:22.1485056-05:00,,,,1.0,0.0,4.0,StrikeSwinging,,,,High,High,24.0,High,54.31957,-130.61072,13.4655,5.74663,-1.85337,-10.45413,-1.93092,7.76981,-5.05146,b882af40-8aa3-11f0-b24e-39676dc8d56a,"Unger, J'Shawn",830148.0,Undefined,NEB,Right,2.0,3.08666,-0.45509,6f1e397c-1dd6-4452-9272-f7b76ac82e49,Undefined,,,,,5.74656,1.9354,89.40232,0.0,7.64391,222.336866,2188.131553,UNebraska,0.0,v3,Undefined,Fastball,,,,,,,,,,,,,,1:30,17:00:22.14,,Bottom,2025-09-05,2025-09-05T22:00:22.1485056Z,22:00:22.14,-5.121945,-22.93442,-0.809201,81.75841,0.423512,-10.10292,26.93099,-20.90826,-5.92473,6.60666,7.43454,-129.717,-2.54722,-1.67864,50.0,5.67362
,61.180667,Popup,Changeup,NEB,4865.0,1.0,,,,"Overbeek, Josh",802336.0,Left,NEB,28.445715,,,,"Worthley, Jeter",10081852.0,NEB,,,,Right,2.77622,3.20721,-0.50049,2025-09-05,34.777607,178.43297,77.61672,,87.01792,6.22298,,20250905-UNebraska-Private-1,4fb6d09f-56e7-430b-b4ad-8372cf8d0382,6.18266,Low,Medium,,,2.78697,50.33232,-13.07021,2.71436,0.02399,-0.17401,0.04544,-0.00514,0.00022,3.18792,112.11471,-26.68356,3.98801,-1.22331,0.30596,-0.04868,0.00409,-0.00013,-0.49457,34.97006,-11.71318,2.78462,-0.17204,-0.09644,0.03028,-0.00365,0.00016,NEB,4865.0,-1.653895,9.90804,-3.439362,12.12194,1.0,Undefined,167.97592,Team,TeamExclusive,2025-09-05T17:00:48.0061952-05:00,154.90875,,,1.0,2.0,4.0,InPlay,,,,High,High,25.0,High,54.279,-113.87113,10.36916,5.64,-0.06198,-11.74264,-1.99761,6.75356,-3.96924,c7f6fbc0-8aa3-11f0-b24e-39676dc8d56a,"Unger, J'Shawn",830148.0,Undefined,NEB,Right,3.0,2.84233,-0.35057,1e83a93a-05fe-4e45-90b4-c698a4278a08,Out,,95.97108,154.29284,53.75426,5.63875,2.00125,77.92057,0.0,6.54584,222.856849,1947.321937,UNebraska,1.0,v3,FlyBall,ChangeUp,,,,,,,,,,,,,,1:30,17:00:48.00,,Bottom,2025-09-05,2025-09-05T22:00:48.0061952Z,22:00:48.00,-6.266943,-33.4036,-0.013833,71.37472,0.485623,-7.93847,20.73833,-23.48528,-6.13359,6.71331,6.45422,-113.08915,-0.94754,-1.7486,50.0,5.62096
,73.778176,,Four-Seam,NEB,4865.0,0.0,,,,"Overbeek, Josh",802336.0,Right,NEB,,,,,"Miller, Miken",1000072776.0,NEB,,,,Right,,,,2025-09-08,4.912286,,88.66645,,78.86874,5.95074,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,Undefined,Medium,,,10.14233,32.19049,-13.81298,3.55651,1.50014,-3.75647,3.43832,-1.57108,0.28815,28.7878,111.06989,-27.31565,3.39163,-1.21594,1.11683,-0.91273,0.41039,-0.07546,-0.85677,2.76736,0.17317,-0.07637,-0.09573,0.19991,-0.18092,0.08262,-0.01517,NEB,4865.0,1.26011,-1.59299,1.546238,17.23843,6.0,Undefined,35.65723,Team,TeamExclusive,2025-09-08T17:19:14.4724480-05:00,131.20612,,,0.0,1.0,1.0,InPlay,,,,High,High,178.0,High,54.5512,-130.52688,13.0615,5.82249,-4.96096,-7.7361,1.40365,-3.50708,1.05454,db3c4810-8d01-11f0-a6e0-75560cc6e930,"Bruegman, Lynden",10291003.0,Undefined,NEB,Left,1.0,2.31377,-0.10262,55e4f764-bb9e-4d1c-b309-0b6951075fb6,Out,,,,,5.82432,-1.40436,89.25202,0.0,7.27549,174.372642,2397.07137,UNebraska,0.0,v3,Popup,Fastball,,,,,,,,,,,,,,11:45,17:19:14.47,,Bottom,2025-09-08,2025-09-08T22:19:14.4724480Z,22:19:14.47,-5.53197,-17.64725,-2.197529,81.97653,0.425104,2.10907,26.123,-15.4722,1.23512,9.78083,-3.43328,-129.61282,-5.50234,1.28222,50.0,5.63944
,,,Changeup,NEB,4865.0,0.0,,,,"Overbeek, Josh",802336.0,Left,NEB,,,,,"Miller, Miken ",1000072776.0,NEB,,,,Right,,,,2025-09-08,,,88.02374,,,6.09837,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEB,4865.0,0.69197,17.85521,-2.524339,10.87631,1.0,Undefined,,Team,TeamExclusive,2025-09-08T15:52:56.4538880-05:00,,,,2.0,0.0,4.0,FoulBallNotFieldable,,,,High,High,35.0,High,54.40467,-129.53804,13.57461,6.02723,-2.93495,-10.80747,-0.85079,5.52459,-8.34946,cce5e520-8cf5-11f0-a6e0-75560cc6e930,"Horn, Tyner",10068252.0,Undefined,NEB,Right,1.0,2.78931,0.0085,b34daab2-12b5-4196-992b-d86db03ae940,Undefined,,,,,6.02685,0.8569,88.56579,0.0,7.59631,241.385039,1537.905855,UNebraska,0.0,v3,Undefined,ChangeUp,,,,,,,,,,,,,,2:00,15:52:56.45,,Bottom,2025-09-08,2025-09-08T20:52:56.4538880Z,20:52:56.45,-5.884894,-24.52068,-1.2896,80.96949,0.428208,-16.69892,27.14922,-21.61494,-9.98894,6.31622,4.95474,-128.61157,-3.67256,-0.67198,50.0,5.91449
,0.313276,GroundBall,Four-Seam,NEB,4865.0,0.0,,,,"Overbeek, Josh",802336.0,Left,NEB,-136.39504,,,,"Miller, Miken ",1000072776.0,NEB,,,,Right,1.05922,3.48209,1.50894,2025-09-08,-134.825836,24.81681,95.40797,,47.18799,6.27226,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,0.399343,Medium,Low,24.866802,4853.647471,1.06203,-48.88145,3.04453,,,,,,,3.48774,0.19028,-22.38207,,,,,,,1.5103,-49.13043,6.22362,,,,,,,NEB,4865.0,-0.462835,8.10063,-1.926035,18.92536,1.0,Undefined,24.81681,Team,TeamExclusive,2025-09-08T15:53:19.8437376-05:00,3.48283,,,2.0,0.0,4.0,HitByPitch,,,,High,High,36.0,High,54.22883,-139.95618,15.92557,6.08487,-4.04297,-5.73988,-0.13078,4.60588,-4.63914,dad2ce50-8cf5-11f0-a6e0-75560cc6e930,"Horn, Tyner",10068252.0,Undefined,NEB,Right,2.0,3.58942,-0.96711,9bbfdcb6-19be-498e-9d6d-ac6abd76279f,Undefined,,,,,6.08823,0.1341,95.70576,0.0,8.50158,204.28936,2332.304319,UNebraska,1.0,v3,Undefined,Fastball,,,,,,,,,,,,,,12:45,15:53:19.84,,Bottom,2025-09-08,2025-09-08T20:53:19.8437376Z,20:53:19.84,-3.886299,-11.20445,-1.696265,87.20418,0.395066,-9.27828,31.85115,-11.47976,-4.75449,10.60438,4.32456,-138.99045,-4.39104,0.0046,50.0,5.95701
,10.153289,LineDrive,Sinker,NEB,4865.0,0.0,,,,"Overbeek, Josh",802336.0,Left,NEB,-20.042059,,,,"Miller, Miken",1000072776.0,NEB,,,,Right,1.23157,2.37763,-0.98565,2025-09-08,-12.218698,194.68776,89.2942,,90.9248,5.34786,,20250908-UNebraska-Private-1,8d86614b-ade0-40e3-9280-af3432578578,1.737234,High,High,107.16073,2412.358113,1.23157,128.29397,-17.97585,3.29962,-0.54263,-0.01753,0.0793,-0.0351,0.0055,2.37763,23.5085,-15.40877,0.71264,-0.14377,0.18355,-0.15398,0.06271,-0.00973,-0.98566,-27.78236,-8.98342,2.67698,-0.50878,-0.20131,0.27268,-0.11725,0.01842,NEB,4865.0,0.817627,22.10643,-3.108313,7.70193,4.0,Undefined,191.37929,Team,TeamExclusive,2025-09-08T16:46:20.0461824-05:00,11.65758,,,0.0,0.0,2.0,InPlay,,,,High,High,126.0,High,55.15603,-133.02323,13.56253,5.97833,-3.41086,-12.04609,-2.05873,6.98544,-10.5894,42669900-8cfd-11f0-a6e0-75560cc6e930,"Pankonin, Auden",10298951.0,Undefined,NEB,Right,1.0,2.39337,0.99029,d5100b62-5771-460c-a2ef-88d8e3fee2bc,Single,,105.22386,11.5038,-32.06017,5.97694,2.06662,90.97584,0.0,7.46074,253.283672,2061.134301,UNebraska,0.0,v3,LineDrive,Fastball,,,,,,,,,,,,,,2:30,16:46:20.04,,Bottom,2025-09-08,2025-09-08T21:46:20.0461824Z,21:46:20.04,-6.346804,-26.69494,-1.446351,83.5151,0.422115,-21.17879,27.12506,-24.09217,-11.96575,4.56618,6.16127,-131.96767,-4.3484,-1.80293,50.0,5.82735
